Case Number,Date Reported,Time Reported,Month Reported,Day of Week Reported,Nature of Call for Service,District,Agency,Report/No Report
B16-13970,4/14/2016,3:55 PM,April,Thursday,DISTURBANCE NP,LB402,BPD,NO REPORT NEEDED
B16-13966,4/14/2016,3:52 PM,April,Thursday,WELFARE CHK IP,LB410,BPD,NO REPORT NEEDED
B16-13965,4/14/2016,3:51 PM,April,Thursday,FOLLOW UP,LB101,BPD,NO REPORT NEEDED
B16-13967,4/14/2016,3:51 PM,April,Thursday,ATL,LB219,BPD,NO REPORT NEEDED
B16-13963,4/14/2016,3:39 PM,April,Thursday,SERIAL MOTOR CH,LB104,BPD,NO REPORT NEEDED
B16-13964,4/14/2016,3:23 PM,April,Thursday,THEFT NP,LB421,BPD,REPORT NEEDED
B16-13961,4/14/2016,3:23 PM,April,Thursday,WELFARE CHK IP,LB519,BPD,NO REPORT NEEDED
B16-13962,4/14/2016,3:21 PM,April,Thursday,WELFARE CHK IP,LMS02,BPD,NO REPORT NEEDED
B16-13960,4/14/2016,3:13 PM,April,Thursday,WEAPONS IP,LB314,BPD,REPORT NEEDED
B16-13959,4/14/2016,3:05 PM,April,Thursday,ACCIDENT PD IP,LB403,BPD,REPORT NEEDED
B16-13958,4/14/2016,3:00 PM,April,Thursday,DISTURBANCE IP,LB314,BPD,NO REPORT NEEDED
B16-13956,4/14/2016,2:52 PM,April,Thursday,EXTRA PATROL,LB102,BPD,NO REPORT NEEDED
B16-13954,4/14/2016,2:43 PM,April,Thursday,FOLLOW UP,LB104,BPD,NO REPORT NEEDED
B16-13955,4/14/2016,2:21 PM,April,Thursday,ABANDONED VEH,LB521,BPD,NO REPORT NEEDED
B16-13952,4/14/2016,2:18 PM,April,Thursday,PARKING,LB519,BPD,NO REPORT NEEDED
B16-13951,4/14/2016,2:17 PM,April,Thursday,ATL,LB512,BPD,NO REPORT NEEDED
B16-13948,4/14/2016,2:17 PM,April,Thursday,DOMESTIC IP,LB424,BPD,NO REPORT NEEDED
B16-13950,4/14/2016,2:16 PM,April,Thursday,FRAUD,LB314,BPD,NO REPORT NEEDED
B16-13947,4/14/2016,2:14 PM,April,Thursday,WELFARE CHK IP,LB102,BPD,NO REPORT NEEDED
B16-13946,4/14/2016,2:08 PM,April,Thursday,SUSP ACT IP,LB302,BPD,NO REPORT NEEDED
B16-13944,4/14/2016,1:50 PM,April,Thursday,DRUNK,LB102,BPD,NO REPORT NEEDED
B16-13943,4/14/2016,1:50 PM,April,Thursday,ACCIDENT PD IP,LB328,BPD,NO REPORT NEEDED
B16-13957,4/14/2016,1:49 PM,April,Thursday,HARASSMENT NP,LB104,BPD,REPORT NEEDED
B16-13940,4/14/2016,1:49 PM,April,Thursday,FOLLOW UP,LB326,BPD,NO REPORT NEEDED
B16-13938,4/14/2016,1:48 PM,April,Thursday,ASSIGNED DETAIL,LIU14,BPD,NO REPORT NEEDED
B16-13949,4/14/2016,1:47 PM,April,Thursday,ATL,LIU08,BPD,NO REPORT NEEDED
B16-13937,4/14/2016,1:47 PM,April,Thursday,ASSIGNED DETAIL,LIU14,BPD,NO REPORT NEEDED
B16-13936,4/14/2016,1:46 PM,April,Thursday,FOLLOW UP,LB104,BPD,NO REPORT NEEDED
B16-13942,4/14/2016,1:40 PM,April,Thursday,ACCIDENT PD IP,LB524,BPD,NO REPORT NEEDED
B16-13941,4/14/2016,1:36 PM,April,Thursday,DOMESTIC IP,LB403,BPD,NO REPORT NEEDED
B16-13953,4/14/2016,1:35 PM,April,Thursday,SUSP ACT NP,LB212,BPD,REPORT NEEDED
B16-13935,4/14/2016,1:33 PM,April,Thursday,TRAFFIC STOP,LB222,BPD,NO REPORT NEEDED
B16-13939,4/14/2016,1:28 PM,April,Thursday,WELFARE CHK IP,LB326,BPD,NO REPORT NEEDED
B16-13933,4/14/2016,1:27 PM,April,Thursday,TRAFFIC STOP,LB301,BPD,NO REPORT NEEDED
B16-13934,4/14/2016,1:26 PM,April,Thursday,DOMESTIC IP,LB326,BPD,NO REPORT NEEDED
B16-13945,4/14/2016,1:20 PM,April,Thursday,THEFT NP,LB336,BPD,REPORT NEEDED
B16-13932,4/14/2016,1:14 PM,April,Thursday,WELFARE CHK IP,LB307,BPD,NO REPORT NEEDED
B16-13931,4/14/2016,1:08 PM,April,Thursday,DISTURBANCE IP,LB326,BPD,NO REPORT NEEDED
B16-13928,4/14/2016,12:57 PM,April,Thursday,TRAFFIC STOP,LB315,BPD,NO REPORT NEEDED
B16-13930,4/14/2016,12:46 PM,April,Thursday,SERVICE NP,LB513,BPD,NO REPORT NEEDED
B16-13927,4/14/2016,12:41 PM,April,Thursday,SUSP ACT IP,LB301,BPD,NO REPORT NEEDED
B16-13925,4/14/2016,12:28 PM,April,Thursday,DOMESTIC IP,LB102,BPD,REPORT NEEDED
B16-13926,4/14/2016,12:21 PM,April,Thursday,CIVIL NP,LB410,BPD,NO REPORT NEEDED
B16-13924,4/14/2016,12:20 PM,April,Thursday,SERVICE IP,LB513,BPD,REPORT NEEDED
B16-13929,4/14/2016,12:17 PM,April,Thursday,ABANDONED VEH,LB336,BPD,NO REPORT NEEDED
B16-13923,4/14/2016,12:10 PM,April,Thursday,ATL,LB303,BPD,NO REPORT NEEDED
B16-13922,4/14/2016,12:09 PM,April,Thursday,JUVENILE,LB408,BPD,NO REPORT NEEDED
B16-13920,4/14/2016,11:59 AM,April,Thursday,FOLLOW UP,LB104,BPD,NO REPORT NEEDED
B16-13921,4/14/2016,11:47 AM,April,Thursday,RUNAWAY,LB424,BPD,REPORT NEEDED
B16-13919,4/14/2016,11:35 AM,April,Thursday,MOTORIST ASSIST,LB304,BPD,NO REPORT NEEDED
B16-13917,4/14/2016,10:39 AM,April,Thursday,PROPERTY,LB103,BPD,NO REPORT NEEDED
B16-13918,4/14/2016,10:37 AM,April,Thursday,BURGLARY NP,LB412,BPD,NO REPORT NEEDED
B16-13915,4/14/2016,10:33 AM,April,Thursday,VEH THEFT NP,LB101,BPD,NO REPORT NEEDED
B16-13914,4/14/2016,10:31 AM,April,Thursday,HARASSMENT NP,LB416,BPD,NO REPORT NEEDED
B16-13916,4/14/2016,10:25 AM,April,Thursday,SERVICE IP,LB516,BPD,NO REPORT NEEDED
B16-13913,4/14/2016,9:37 AM,April,Thursday,ACCIDENT LSA NP,LB518,BPD,REPORT NEEDED
B16-13912,4/14/2016,9:28 AM,April,Thursday,ALARM,LB412,BPD,NO REPORT NEEDED
B16-13911,4/14/2016,9:20 AM,April,Thursday,VEH THEFT NP,LB217,BPD,REPORT NEEDED
B16-13910,4/14/2016,8:47 AM,April,Thursday,TRAFFIC STOP,LB406,BPD,NO REPORT NEEDED
B16-13909,4/14/2016,8:44 AM,April,Thursday,TRAFFIC STOP,LB103,BPD,NO REPORT NEEDED
B16-13908,4/14/2016,8:37 AM,April,Thursday,WELFARE CHK IP,LB406,BPD,NO REPORT NEEDED
B16-13906,4/14/2016,8:16 AM,April,Thursday,TRAFFIC STOP,LB103,BPD,NO REPORT NEEDED
B16-13907,4/14/2016,8:12 AM,April,Thursday,PARKING,LB507,BPD,NO REPORT NEEDED
B16-13903,4/14/2016,7:42 AM,April,Thursday,TRAFFIC STOP,LB523,BPD,NO REPORT NEEDED
B16-13904,4/14/2016,7:40 AM,April,Thursday,BURGLARY IP,LB215,BPD,REPORT NEEDED
B16-13902,4/14/2016,7:33 AM,April,Thursday,EXTRA PATROL,LB104,BPD,NO REPORT NEEDED
B16-13905,4/14/2016,7:32 AM,April,Thursday,PROPERTY,LB221,BPD,REPORT NEEDED
B16-13901,4/14/2016,6:16 AM,April,Thursday,ASSIGNED DETAIL,LB410,BPD,NO REPORT NEEDED
B16-13900,4/14/2016,5:34 AM,April,Thursday,ASSIGNED DETAIL,LB503,BPD,NO REPORT NEEDED
B16-13899,4/14/2016,4:51 AM,April,Thursday,TRAFFIC STOP,LB101,BPD,NO REPORT NEEDED
B16-13898,4/14/2016,4:32 AM,April,Thursday,ALARM,LB409,BPD,NO REPORT NEEDED
B16-13897,4/14/2016,4:20 AM,April,Thursday,TRAFFIC STOP,LB406,BPD,NO REPORT NEEDED
B16-13896,4/14/2016,4:13 AM,April,Thursday,INDECENT EXP,LB520,BPD,NO REPORT NEEDED
B16-13895,4/14/2016,3:40 AM,April,Thursday,SUSP ACT IP,LB406,BPD,NO REPORT NEEDED
B16-13894,4/14/2016,3:38 AM,April,Thursday,BLDG CHECK,LB523,BPD,NO REPORT NEEDED
B16-13893,4/14/2016,3:34 AM,April,Thursday,FIGHT IP,LB102,BPD,NO REPORT NEEDED
B16-13892,4/14/2016,3:12 AM,April,Thursday,NOISE,LB212,BPD,NO REPORT NEEDED
B16-13891,4/14/2016,3:08 AM,April,Thursday,FOLLOW UP,LB404,BPD,NO REPORT NEEDED
B16-13890,4/14/2016,2:45 AM,April,Thursday,SUSP ACT IP,LB213,BPD,NO REPORT NEEDED
B16-13888,4/14/2016,1:54 AM,April,Thursday,SUSP ACT IP,LB404,BPD,REPORT NEEDED
B16-13887,4/14/2016,1:39 AM,April,Thursday,SERVICE IP,LB410,BPD,NO REPORT NEEDED
B16-13889,4/14/2016,1:36 AM,April,Thursday,SERVICE IP,LB302,BPD,NO REPORT NEEDED
B16-13886,4/14/2016,1:26 AM,April,Thursday,ALARM,LB406,BPD,NO REPORT NEEDED
B16-13885,4/14/2016,1:25 AM,April,Thursday,SUSP ACT IP,LB523,BPD,NO REPORT NEEDED
B16-13884,4/14/2016,1:06 AM,April,Thursday,THEFT NP,LB104,BPD,NO REPORT NEEDED
B16-13883,4/14/2016,12:46 AM,April,Thursday,WEAPONS IP,LB404,BPD,NO REPORT NEEDED
B16-13881,4/14/2016,12:43 AM,April,Thursday,NOISE,LB404,BPD,NO REPORT NEEDED
B16-13882,4/14/2016,12:43 AM,April,Thursday,HARASSMENT NP,LB404,BPD,REPORT NEEDED
B16-13879,4/14/2016,12:36 AM,April,Thursday,TRAFFIC STOP,LB520,BPD,NO REPORT NEEDED
B16-13880,4/14/2016,12:35 AM,April,Thursday,NOISE,LB404,BPD,NO REPORT NEEDED
B16-13878,4/14/2016,12:33 AM,April,Thursday,TRAFFIC STOP,LMS27,BPD,NO REPORT NEEDED
B16-13877,4/14/2016,12:27 AM,April,Thursday,DRUNK,LB410,BPD,NO REPORT NEEDED
B16-13875,4/14/2016,12:25 AM,April,Thursday,TRAFFIC STOP,LB415,BPD,NO REPORT NEEDED
B16-13876,4/14/2016,12:25 AM,April,Thursday,DOMESTIC IP,LB310,BPD,NO REPORT NEEDED
B16-13872,4/14/2016,12:18 AM,April,Thursday,TRAFFIC STOP,LB516,BPD,NO REPORT NEEDED
B16-13873,4/14/2016,12:12 AM,April,Thursday,NOISE,LB404,BPD,NO REPORT NEEDED
B16-13874,4/14/2016,12:07 AM,April,Thursday,NOISE,LB519,BPD,NO REPORT NEEDED
B16-13870,4/13/2016,11:56 PM,April,Wednesday,ATL,LB305,BPD,NO REPORT NEEDED
B16-13869,4/13/2016,11:51 PM,April,Wednesday,TRAFFIC STOP,LB416,BPD,NO REPORT NEEDED
B16-13871,4/13/2016,11:51 PM,April,Wednesday,SERVICE IP,LB412,BPD,NO REPORT NEEDED
B16-13868,4/13/2016,11:41 PM,April,Wednesday,SUSP ACT NP,LB219,BPD,NO REPORT NEEDED
B16-13866,4/13/2016,11:40 PM,April,Wednesday,TRAFFIC STOP,LB514,BPD,NO REPORT NEEDED
B16-13867,4/13/2016,11:20 PM,April,Wednesday,NOISE,LB404,BPD,NO REPORT NEEDED
B16-13865,4/13/2016,11:10 PM,April,Wednesday,DOMESTIC IP,LB521,BPD,REPORT NEEDED
B16-13864,4/13/2016,11:04 PM,April,Wednesday,DRUGS IP,LB406,BPD,NO REPORT NEEDED
B16-13863,4/13/2016,11:01 PM,April,Wednesday,TRESPASS IP,LB102,BPD,REPORT NEEDED
B16-13862,4/13/2016,11:01 PM,April,Wednesday,TRAFFIC STOP,LB519,BPD,NO REPORT NEEDED
B16-13861,4/13/2016,10:59 PM,April,Wednesday,TRAFFIC STOP,LB319,BPD,NO REPORT NEEDED
B16-13860,4/13/2016,10:57 PM,April,Wednesday,TRAFFIC STOP,LB522,BPD,NO REPORT NEEDED
B16-13857,4/13/2016,10:41 PM,April,Wednesday,TRAFFIC STOP,LB411,BPD,NO REPORT NEEDED
B16-13859,4/13/2016,10:38 PM,April,Wednesday,DRUNK,LB326,BPD,NO REPORT NEEDED
B16-13856,4/13/2016,10:34 PM,April,Wednesday,WEAPONS IP,LB520,BPD,NO REPORT NEEDED
B16-13853,4/13/2016,10:22 PM,April,Wednesday,TRAFFIC STOP,LB519,BPD,NO REPORT NEEDED
B16-13855,4/13/2016,10:21 PM,April,Wednesday,FIGHT IP,LB514,BPD,NO REPORT NEEDED
B16-13852,4/13/2016,10:16 PM,April,Wednesday,ACCIDENT PD IP,LB305,BPD,REPORT NEEDED
B16-13848,4/13/2016,10:11 PM,April,Wednesday,DISTURBANCE IP,LB104,BPD,NO REPORT NEEDED
B16-13847,4/13/2016,9:57 PM,April,Wednesday,WEAPONS IP,LB517,BPD,NO REPORT NEEDED
B16-13854,4/13/2016,9:56 PM,April,Wednesday,FIREWORKS,LB213,BPD,NO REPORT NEEDED
B16-13849,4/13/2016,9:36 PM,April,Wednesday,SUSP ACT IP,LB327,BPD,NO REPORT NEEDED
B16-13851,4/13/2016,9:26 PM,April,Wednesday,DRUNK,LB104,BPD,NO REPORT NEEDED
B16-13858,4/13/2016,9:23 PM,April,Wednesday,NOISE,LB302,BPD,NO REPORT NEEDED
B16-13846,4/13/2016,9:10 PM,April,Wednesday,DOMESTIC IP,LB517,BPD,NO REPORT NEEDED
B16-13845,4/13/2016,9:09 PM,April,Wednesday,BURGLARY NP,LB401,BPD,REPORT NEEDED
B16-13841,4/13/2016,8:59 PM,April,Wednesday,TRAFFIC STOP,LB214,BPD,NO REPORT NEEDED
B16-13844,4/13/2016,8:57 PM,April,Wednesday,WEAPONS NP,LB327,BPD,NO REPORT NEEDED
B16-13843,4/13/2016,8:55 PM,April,Wednesday,CIVIL NP,LB513,BPD,NO REPORT NEEDED
B16-13842,4/13/2016,8:52 PM,April,Wednesday,ASSAULT NP,LB102,BPD,REPORT NEEDED
B16-13840,4/13/2016,8:51 PM,April,Wednesday,TRAFFIC STOP,LB103,BPD,NO REPORT NEEDED
B16-13850,4/13/2016,8:47 PM,April,Wednesday,ACCIDENT LSA NP,LB307,BPD,NO REPORT NEEDED
B16-13839,4/13/2016,8:21 PM,April,Wednesday,NOISE,LB215,BPD,NO REPORT NEEDED
B16-13837,4/13/2016,8:10 PM,April,Wednesday,DISTURBANCE IP,LB422,BPD,REPORT NEEDED
B16-13838,4/13/2016,8:08 PM,April,Wednesday,THEFT NP,LB102,BPD,REPORT NEEDED
B16-13835,4/13/2016,8:06 PM,April,Wednesday,ACCIDENT PD IP,LB212,BPD,NO REPORT NEEDED
B16-13834,4/13/2016,8:05 PM,April,Wednesday,JUVENILE,LB503,BPD,NO REPORT NEEDED
B16-13833,4/13/2016,7:55 PM,April,Wednesday,WELFARE CHK IP,LB517,BPD,NO REPORT NEEDED
B16-13832,4/13/2016,7:47 PM,April,Wednesday,DRUNK,LB102,BPD,REPORT NEEDED
B16-13836,4/13/2016,7:40 PM,April,Wednesday,THEFT NP,LB325,BPD,REPORT NEEDED
B16-13831,4/13/2016,7:37 PM,April,Wednesday,DISTURBANCE IP,LB517,BPD,NO REPORT NEEDED
B16-13830,4/13/2016,7:31 PM,April,Wednesday,THEFT IP,LB518,BPD,REPORT NEEDED
B16-13828,4/13/2016,7:29 PM,April,Wednesday,WELFARE CHK IP,LB410,BPD,NO REPORT NEEDED
B16-13829,4/13/2016,6:56 PM,April,Wednesday,NOISE,LB307,BPD,NO REPORT NEEDED
B16-13826,4/13/2016,6:40 PM,April,Wednesday,ACCIDENT PD IP,LB303,BPD,NO REPORT NEEDED
B16-13827,4/13/2016,6:27 PM,April,Wednesday,PARKING,LB103,BPD,NO REPORT NEEDED
B16-13825,4/13/2016,6:12 PM,April,Wednesday,FRAUD,LB335,BPD,REPORT NEEDED
B16-13823,4/13/2016,5:54 PM,April,Wednesday,ASSIGNED DETAIL,LB520,BPD,NO REPORT NEEDED
B16-13824,4/13/2016,5:53 PM,April,Wednesday,THEFT NP,LB101,BPD,REPORT NEEDED
B16-13822,4/13/2016,5:44 PM,April,Wednesday,WARRANT SERVICE,LB329,BPD,NO REPORT NEEDED
B16-13820,4/13/2016,5:23 PM,April,Wednesday,TRAFFIC STOP,LB405,BPD,NO REPORT NEEDED
B16-13821,4/13/2016,5:20 PM,April,Wednesday,NOISE,LB336,BPD,NO REPORT NEEDED
B16-13818,4/13/2016,5:00 PM,April,Wednesday,TRAFFIC STOP,LB313,BPD,NO REPORT NEEDED
B16-13819,4/13/2016,5:00 PM,April,Wednesday,ASSAULT IP,LB517,BPD,REPORT NEEDED
B16-13816,4/13/2016,4:52 PM,April,Wednesday,FOLLOW UP,LB303,BPD,NO REPORT NEEDED
B16-13815,4/13/2016,4:44 PM,April,Wednesday,ATL,LB506,BPD,NO REPORT NEEDED
B16-13813,4/13/2016,4:35 PM,April,Wednesday,ACCIDENT PI,LB516,BPD,REPORT NEEDED
B16-13814,4/13/2016,4:34 PM,April,Wednesday,DOMESTIC IP,LB404,BPD,NO REPORT NEEDED
B16-13817,4/13/2016,4:27 PM,April,Wednesday,ROV NP,LB313,BPD,NO REPORT NEEDED
B16-13812,4/13/2016,4:27 PM,April,Wednesday,ABANDONED VEH,LB314,BPD,NO REPORT NEEDED
B16-13811,4/13/2016,4:22 PM,April,Wednesday,WELFARE CHK IP,LB409,BPD,REPORT NEEDED
B16-13809,4/13/2016,4:15 PM,April,Wednesday,NOISE,LB301,BPD,NO REPORT NEEDED
B16-13810,4/13/2016,4:08 PM,April,Wednesday,TRESPASS IP,LB326,BPD,NO REPORT NEEDED
B16-13808,4/13/2016,4:06 PM,April,Wednesday,DOMESTIC IP,LB416,BPD,REPORT NEEDED
B16-13807,4/13/2016,4:04 PM,April,Wednesday,NOISE,LB102,BPD,NO REPORT NEEDED
B16-13806,4/13/2016,3:59 PM,April,Wednesday,WELFARE CHK IP,LB421,BPD,NO REPORT NEEDED
B16-13805,4/13/2016,3:58 PM,April,Wednesday,ACCIDENT PD IP,LB310,BPD,NO REPORT NEEDED
B16-13804,4/13/2016,3:49 PM,April,Wednesday,ACCIDENT PD IP,LB103,BPD,REPORT NEEDED
B16-13803,4/13/2016,3:43 PM,April,Wednesday,MOTORIST ASSIST,LIU05,BPD,NO REPORT NEEDED
B16-13802,4/13/2016,3:37 PM,April,Wednesday,WELFARE CHK IP,LB524,BPD,NO REPORT NEEDED
B16-13801,4/13/2016,3:36 PM,April,Wednesday,STALKING NP,LB326,BPD,REPORT NEEDED
B16-13800,4/13/2016,3:26 PM,April,Wednesday,WELFARE CHK IP,LB330,BPD,NO REPORT NEEDED
B16-13799,4/13/2016,3:24 PM,April,Wednesday,TRAFFIC STOP,LB523,BPD,NO REPORT NEEDED
B16-13798,4/13/2016,3:21 PM,April,Wednesday,DRUGS NP,LB421,BPD,REPORT NEEDED
B16-13797,4/13/2016,3:16 PM,April,Wednesday,EXTRA PATROL,LB410,BPD,NO REPORT NEEDED
B16-13796,4/13/2016,3:11 PM,April,Wednesday,THEFT NP,LB102,BPD,NO REPORT NEEDED
B16-13795,4/13/2016,3:06 PM,April,Wednesday,TRAFFIC STOP,LB511,BPD,NO REPORT NEEDED
B16-13794,4/13/2016,2:07 PM,April,Wednesday,FOLLOW UP,LB102,BPD,NO REPORT NEEDED
B16-13793,4/13/2016,1:44 PM,April,Wednesday,FOLLOW UP,LB104,BPD,NO REPORT NEEDED
B16-13792,4/13/2016,1:42 PM,April,Wednesday,DRUGS NP,LB104,BPD,REPORT NEEDED
B16-13791,4/13/2016,1:01 PM,April,Wednesday,TRESPASS IP,LB102,BPD,NO REPORT NEEDED
B16-13789,4/13/2016,12:50 PM,April,Wednesday,EXTRA PATROL,LB102,BPD,NO REPORT NEEDED
B16-13790,4/13/2016,12:42 PM,April,Wednesday,PARKING,LB412,BPD,NO REPORT NEEDED
B16-13787,4/13/2016,12:34 PM,April,Wednesday,ASSAULT NP,LB305,BPD,NO REPORT NEEDED
B16-13786,4/13/2016,12:30 PM,April,Wednesday,ACCIDENT PD IP,LB410,BPD,NO REPORT NEEDED
B16-13788,4/13/2016,12:18 PM,April,Wednesday,BURGLARY NP,LB222,BPD,REPORT NEEDED
B16-13785,4/13/2016,12:15 PM,April,Wednesday,DISTURBANCE IP,LB401,BPD,NO REPORT NEEDED
B16-13784,4/13/2016,12:05 PM,April,Wednesday,PROPERTY,LB314,BPD,REPORT NEEDED
B16-13782,4/13/2016,11:56 AM,April,Wednesday,FOLLOW UP,LB221,BPD,NO REPORT NEEDED
B16-13783,4/13/2016,11:53 AM,April,Wednesday,SUSP ACT NP,LB315,BPD,REPORT NEEDED
B16-13780,4/13/2016,11:36 AM,April,Wednesday,TRAFFIC STOP,LB314,BPD,NO REPORT NEEDED
B16-13781,4/13/2016,11:35 AM,April,Wednesday,DISTURBANCE IP,LB326,BPD,NO REPORT NEEDED
B16-13778,4/13/2016,11:02 AM,April,Wednesday,THEFT NP,LB411,BPD,NO REPORT NEEDED
B16-13777,4/13/2016,10:38 AM,April,Wednesday,WEAPONS NP,LB410,BPD,NO REPORT NEEDED
B16-13776,4/13/2016,10:16 AM,April,Wednesday,WARRANT SERVICE,LB315,BPD,NO REPORT NEEDED
B16-13775,4/13/2016,10:12 AM,April,Wednesday,ACCIDENT PD IP,LB524,BPD,REPORT NEEDED
B16-13779,4/13/2016,10:08 AM,April,Wednesday,EXTRA PATROL,LB315,BPD,NO REPORT NEEDED
B16-13774,4/13/2016,10:00 AM,April,Wednesday,TRAFFIC STOP,LB412,BPD,NO REPORT NEEDED
B16-13773,4/13/2016,9:40 AM,April,Wednesday,PROPERTY,LB413,BPD,NO REPORT NEEDED
B16-13772,4/13/2016,9:13 AM,April,Wednesday,HARASSMENT NP,LB219,BPD,REPORT NEEDED
B16-13771,4/13/2016,9:02 AM,April,Wednesday,ALARM,LB313,BPD,NO REPORT NEEDED
B16-13770,4/13/2016,8:50 AM,April,Wednesday,SERVICE IP,LB415,BPD,REPORT NEEDED
B16-13769,4/13/2016,8:46 AM,April,Wednesday,SUSP ACT IP,LB315,BPD,NO REPORT NEEDED
B16-13768,4/13/2016,8:43 AM,April,Wednesday,ALARM,LB524,BPD,NO REPORT NEEDED
B16-13767,4/13/2016,8:38 AM,April,Wednesday,BLDG CHECK,LB103,BPD,NO REPORT NEEDED
B16-13766,4/13/2016,8:31 AM,April,Wednesday,PROPERTY,LB310,BPD,NO REPORT NEEDED
B16-13765,4/13/2016,8:23 AM,April,Wednesday,ABANDONED VEH,LB409,BPD,NO REPORT NEEDED
B16-13763,4/13/2016,8:07 AM,April,Wednesday,ACCIDENT PD IP,LB510,BPD,REPORT NEEDED
B16-13762,4/13/2016,8:04 AM,April,Wednesday,TRAFFIC STOP,LB411,BPD,NO REPORT NEEDED
B16-13761,4/13/2016,8:00 AM,April,Wednesday,ALARM,LB411,BPD,NO REPORT NEEDED
B16-13760,4/13/2016,7:55 AM,April,Wednesday,SUSP ACT IP,LB403,BPD,NO REPORT NEEDED
B16-13759,4/13/2016,7:51 AM,April,Wednesday,SUSP ACT IP,LB103,BPD,REPORT NEEDED
B16-13764,4/13/2016,7:49 AM,April,Wednesday,ATL,LB402,BPD,NO REPORT NEEDED
B16-13758,4/13/2016,7:49 AM,April,Wednesday,ACCIDENT PD IP,LB305,BPD,REPORT NEEDED
B16-13757,4/13/2016,7:42 AM,April,Wednesday,TRAFFIC STOP,LB427,BPD,NO REPORT NEEDED
B16-13756,4/13/2016,7:30 AM,April,Wednesday,TRAFFIC STOP,LB104,BPD,NO REPORT NEEDED
B16-13755,4/13/2016,6:35 AM,April,Wednesday,ACCIDENT PD IP,LB221,BPD,NO REPORT NEEDED
B16-13754,4/13/2016,6:00 AM,April,Wednesday,ASSIGNED DETAIL,LB410,BPD,NO REPORT NEEDED
B16-13753,4/13/2016,5:33 AM,April,Wednesday,ASSIGNED DETAIL,LB503,BPD,NO REPORT NEEDED
B16-13752,4/13/2016,5:09 AM,April,Wednesday,MENTAL HEALTH,LB412,BPD,NO REPORT NEEDED
B16-13751,4/13/2016,4:24 AM,April,Wednesday,WELFARE CHK IP,LB519,BPD,NO REPORT NEEDED
B16-13749,4/13/2016,4:23 AM,April,Wednesday,SUSP ACT IP,LB216,BPD,REPORT NEEDED
B16-13750,4/13/2016,4:21 AM,April,Wednesday,ACCIDENT PD IP,LB516,BPD,NO REPORT NEEDED
B16-13748,4/13/2016,4:13 AM,April,Wednesday,DOMESTIC IP,LB517,BPD,NO REPORT NEEDED
B16-13747,4/13/2016,4:11 AM,April,Wednesday,TRAFFIC STOP,LB521,BPD,NO REPORT NEEDED
B16-13746,4/13/2016,3:52 AM,April,Wednesday,DOMESTIC IP,LB517,BPD,NO REPORT NEEDED
B16-13745,4/13/2016,3:37 AM,April,Wednesday,SUSP ACT IP,LB101,BPD,NO REPORT NEEDED
B16-13744,4/13/2016,3:16 AM,April,Wednesday,SUSP ACT IP,LB213,BPD,NO REPORT NEEDED
B16-13743,4/13/2016,3:05 AM,April,Wednesday,WELFARE CHK IP,LB213,BPD,NO REPORT NEEDED
B16-13742,4/13/2016,2:55 AM,April,Wednesday,DISTURBANCE IP,LB213,BPD,NO REPORT NEEDED
B16-13741,4/13/2016,2:54 AM,April,Wednesday,DISTURBANCE IP,LB336,BPD,NO REPORT NEEDED
B16-13740,4/13/2016,2:28 AM,April,Wednesday,NOISE,LB512,BPD,NO REPORT NEEDED
B16-13739,4/13/2016,2:16 AM,April,Wednesday,TRAFFIC STOP,LMS27,BPD,NO REPORT NEEDED
B16-13738,4/13/2016,1:56 AM,April,Wednesday,DISTURBANCE IP,LB104,BPD,REPORT NEEDED
B16-13737,4/13/2016,1:56 AM,April,Wednesday,TRAFFIC STOP,LMS27,BPD,NO REPORT NEEDED
B16-13736,4/13/2016,1:43 AM,April,Wednesday,TRAFFIC STOP,LB416,BPD,NO REPORT NEEDED
B16-13735,4/13/2016,1:42 AM,April,Wednesday,TRAFFIC STOP,LMS27,BPD,NO REPORT NEEDED
B16-13734,4/13/2016,1:21 AM,April,Wednesday,SUSP ACT IP,LB519,BPD,NO REPORT NEEDED
B16-13733,4/13/2016,1:13 AM,April,Wednesday,TRAFFIC STOP,LB416,BPD,NO REPORT NEEDED
B16-13732,4/13/2016,12:56 AM,April,Wednesday,SUSP ACT IP,LB301,BPD,NO REPORT NEEDED
B16-13731,4/13/2016,12:47 AM,April,Wednesday,TRAFFIC STOP,LB417,BPD,NO REPORT NEEDED
B16-13729,4/13/2016,12:38 AM,April,Wednesday,TRAFFIC STOP,LB303,BPD,NO REPORT NEEDED
B16-13730,4/13/2016,12:35 AM,April,Wednesday,SUSP ACT IP,LB406,BPD,NO REPORT NEEDED
B16-13728,4/13/2016,12:28 AM,April,Wednesday,SUSP ACT IP,LB422,BPD,NO REPORT NEEDED
B16-13727,4/13/2016,12:14 AM,April,Wednesday,ALARM,LB523,BPD,NO REPORT NEEDED
